scenario_id,iteration,network,source,destination,target_date,target_column,distance_km,transmitter_type,modulation,baud_rate_gbaud,bit_rate_gbps,channel_slots,channel_pattern,channels,launch_power_dbm,preferred_engine,selected_engine,decision_reason,backend,status,gsnr_db,osnr_db,ase_dbm,gsnr_signal_bw_db,gsnr_0p1nm_db,osnr_signal_bw_db,osnr_0p1nm_db,ase_signal_bw_dbm,ase_0p1nm_dbm,rx_total_wdm_power_dbm,rx_signal_power_dbm,effective_snr_db,ber,r2,mae,mse,evm,gmi,ngmi,error_message,path_nodes,span_count,gnpy_request_json,gnpy_result_json,gnpy_spectrum_json,opticommpy_request_json,opticommpy_result_json,lstm_request_json,lstm_result_json,lstm_forecast_csv,lstm_model_path,eye_diagram_png,constellation_png,psd_png,notes,metrics_json 
iter-2-scenario-113,2,NDFF,bristol,reading,,,169.5,voyager,QPSK,32.0,100.0,3,101,2,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,9.025,29.18,-36.03,9.025,,29.18,,-36.03,,,-6.85,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-113_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-113_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-113_spectrum.json,,,,,,,,,,Blueprint for Bristol to reading.,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 3, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '101', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 9.07, 'gsnr_signal_bw_db': 9.03}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 9.07, 'gsnr_signal_bw_db': 9.02}], 'rx_signal_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'gsnr_signal_bw_db': 9.025, 'ase_signal_bw_dbm': -36.03}"
iter-2-scenario-114,2,NDFF,bristol,reading,,,169.5,voyager,QPSK,32.0,100.0,3,101,2,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,9.015,29.09,-36.44,9.015,,29.09,,-36.44,,,-7.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-114_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-114_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-114_spectrum.json,,,,,,,,,,Blueprint for Bristol to reading.,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 3, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '101', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 9.06, 'gsnr_signal_bw_db': 9.02}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 9.06, 'gsnr_signal_bw_db': 9.01}], 'rx_signal_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'gsnr_signal_bw_db': 9.015, 'ase_signal_bw_dbm': -36.44}"
iter-1-scenario-39,1,NDFF,bristol,reading,,,169.5,voyager,QPSK,32.0,100.0,3,110,2,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.12,29.24,-35.59,8.12,,29.24,,-35.59,,,-6.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-39_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-39_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-39_spectrum.json,,,,,,,,,,Path from bristol to reading,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 3, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '110', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 8.16, 'gsnr_signal_bw_db': 8.12}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 8.15, 'gsnr_signal_bw_db': 8.12}], 'rx_signal_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'gsnr_signal_bw_db': 8.12, 'ase_signal_bw_dbm': -35.59}"
iter-2-scenario-115,2,NDFF,bristol,reading,,,169.5,voyager,QPSK,32.0,100.0,3,110,2,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.12,29.24,-35.59,8.12,,29.24,,-35.59,,,-6.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-115_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-115_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-115_spectrum.json,,,,,,,,,,Blueprint for Bristol to reading.,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 3, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '110', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 8.16, 'gsnr_signal_bw_db': 8.12}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 8.15, 'gsnr_signal_bw_db': 8.12}], 'rx_signal_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'gsnr_signal_bw_db': 8.12, 'ase_signal_bw_dbm': -35.59}"
iter-2-scenario-116,2,NDFF,bristol,reading,,,169.5,voyager,QPSK,32.0,100.0,3,110,2,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.115,29.18,-36.03,8.115,,29.18,,-36.03,,,-6.85,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-116_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-116_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-116_spectrum.json,,,,,,,,,,Blueprint for Bristol to reading.,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 3, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '110', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 8.15, 'gsnr_signal_bw_db': 8.12}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 8.15, 'gsnr_signal_bw_db': 8.11}], 'rx_signal_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'gsnr_signal_bw_db': 8.115, 'ase_signal_bw_dbm': -36.03}"
iter-2-scenario-117,2,NDFF,bristol,reading,,,169.5,voyager,QPSK,32.0,100.0,3,110,2,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.105,29.09,-36.44,8.105,,29.09,,-36.44,,,-7.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-117_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-117_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-117_spectrum.json,,,,,,,,,,Blueprint for Bristol to reading.,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 3, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '110', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 8.14, 'gsnr_signal_bw_db': 8.11}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 8.14, 'gsnr_signal_bw_db': 8.1}], 'rx_signal_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'gsnr_signal_bw_db': 8.105, 'ase_signal_bw_dbm': -36.44}"
iter-1-scenario-40,1,NDFF,bristol,reading,,,169.5,voyager,QPSK,32.0,100.0,3,111,3,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.187,29.24,-35.59,7.187,,29.24,,-35.59,,,-6.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-40_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-40_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-40_spectrum.json,,,,,,,,,,Path from bristol to reading,"{'channels_simulated': 3, 'channel_slots': 3, 'spans_simulated': 3, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '111', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 7.43, 'gsnr_signal_bw_db': 7.41}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 6.78, 'gsnr_signal_bw_db': 6.75}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 7.43, 'gsnr_signal_bw_db': 7.4}], 'rx_signal_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'gsnr_signal_bw_db': 7.187, 'ase_signal_bw_dbm': -35.59}"
iter-2-scenario-118,2,NDFF,bristol,reading,,,169.5,voyager,QPSK,32.0,100.0,3,111,3,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.187,29.24,-35.59,7.187,,29.24,,-35.59,,,-6.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-118_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-118_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-118_spectrum.json,,,,,,,,,,Blueprint for Bristol to reading.,"{'channels_simulated': 3, 'channel_slots': 3, 'spans_simulated': 3, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '111', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 7.43, 'gsnr_signal_bw_db': 7.41}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 6.78, 'gsnr_signal_bw_db': 6.75}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 7.43, 'gsnr_signal_bw_db': 7.4}], 'rx_signal_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'gsnr_signal_bw_db': 7.187, 'ase_signal_bw_dbm': -35.59}"
iter-2-scenario-119,2,NDFF,bristol,reading,,,169.5,voyager,QPSK,32.0,100.0,3,111,3,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.18,29.18,-36.03,7.18,,29.18,,-36.03,,,-6.85,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-119_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-119_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-119_spectrum.json,,,,,,,,,,Blueprint for Bristol to reading.,"{'channels_simulated': 3, 'channel_slots': 3, 'spans_simulated': 3, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '111', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.43, 'gsnr_signal_bw_db': 7.4}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 6.78, 'gsnr_signal_bw_db': 6.75}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.42, 'gsnr_signal_bw_db': 7.39}], 'rx_signal_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'gsnr_signal_bw_db': 7.18, 'ase_signal_bw_dbm': -36.03}"
iter-2-scenario-120,2,NDFF,bristol,reading,,,169.5,voyager,QPSK,32.0,100.0,3,111,3,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.17,29.09,-36.44,7.17,,29.09,,-36.44,,,-7.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-120_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-120_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-120_spectrum.json,,,,,,,,,,Blueprint for Bristol to reading.,"{'channels_simulated': 3, 'channel_slots': 3, 'spans_simulated': 3, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '111', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 7.42, 'gsnr_signal_bw_db': 7.39}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 6.76, 'gsnr_signal_bw_db': 6.74}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 7.41, 'gsnr_signal_bw_db': 7.38}], 'rx_signal_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'gsnr_signal_bw_db': 7.17, 'ase_signal_bw_dbm': -36.44}"
iter-1-scenario-9,1,NDFF,bristol,bradley stoke,,,23.6,voyager,16QAM,32.0,200.0,3,000,0,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,derived,no_signal,,,,,,,,,,,,,,,,,,,,,bristol -> bradley stoke,1,,,,,,,,,,,,,Path from bristol to bradley stoke,"{'channels_simulated': 0, 'channel_slots': 3, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '000', 'note': 'All channel slots are switched off in this pattern.'}"
iter-2-scenario-25,2,NDFF,bristol,bradley stoke,,,23.6,voyager,16QAM,32.0,200.0,3,000,0,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,derived,no_signal,,,,,,,,,,,,,,,,,,,,,bristol -> bradley stoke,1,,,,,,,,,,,,,Blueprint for Bristol to bradley stoke.,"{'channels_simulated': 0, 'channel_slots': 3, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '000', 'note': 'All channel slots are switched off in this pattern.'}"
iter-2-scenario-26,2,NDFF,bristol,bradley stoke,,,23.6,voyager,16QAM,32.0,200.0,3,000,0,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,derived,no_signal,,,,,,,,,,,,,,,,,,,,,bristol -> bradley stoke,1,,,,,,,,,,,,,Blueprint for Bristol to bradley stoke.,"{'channels_simulated': 0, 'channel_slots': 3, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '000', 'note': 'All channel slots are switched off in this pattern.'}"
iter-2-scenario-27,2,NDFF,bristol,bradley stoke,,,23.6,voyager,16QAM,32.0,200.0,3,000,0,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,derived,no_signal,,,,,,,,,,,,,,,,,,,,,bristol -> bradley stoke,1,,,,,,,,,,,,,Blueprint for Bristol to bradley stoke.,"{'channels_simulated': 0, 'channel_slots': 3, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '000', 'note': 'All channel slots are switched off in this pattern.'}"
iter-1-scenario-10,1,NDFF,bristol,bradley stoke,,,23.6,voyager,16QAM,32.0,200.0,3,001,1,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,26.35,31.47,-30.68,26.35,,31.47,,-30.68,,,0.79,,,,,,,,,,bristol -> bradley stoke,1,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-10_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-10_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-10_spectrum.json,,,,,,,,,,Path from bristol to bradley stoke,"{'channels_simulated': 1, 'channel_slots': 3, 'spans_simulated': 1, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '001', 'channel_details': [{'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': 0.79, 'osnr_signal_bw_db': 31.47, 'snr_nli_signal_bw_db': 27.95, 'gsnr_signal_bw_db': 26.35}], 'rx_signal_power_dbm': 0.79, 'osnr_signal_bw_db': 31.47, 'gsnr_signal_bw_db': 26.35, 'ase_signal_bw_dbm': -30.68}"
iter-2-scenario-28,2,NDFF,bristol,bradley stoke,,,23.6,voyager,16QAM,32.0,200.0,3,001,1,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,26.35,31.47,-30.68,26.35,,31.47,,-30.68,,,0.79,,,,,,,,,,bristol -> bradley stoke,1,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-28_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-28_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-28_spectrum.json,,,,,,,,,,Blueprint for Bristol to bradley stoke.,"{'channels_simulated': 1, 'channel_slots': 3, 'spans_simulated': 1, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '001', 'channel_details': [{'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': 0.79, 'osnr_signal_bw_db': 31.47, 'snr_nli_signal_bw_db': 27.95, 'gsnr_signal_bw_db': 26.35}], 'rx_signal_power_dbm': 0.79, 'osnr_signal_bw_db': 31.47, 'gsnr_signal_bw_db': 26.35, 'ase_signal_bw_dbm': -30.68}"
iter-2-scenario-29,2,NDFF,bristol,bradley stoke,,,23.6,voyager,16QAM,32.0,200.0,3,001,1,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,25.69,31.7,-30.41,25.69,,31.7,,-30.41,,,1.29,,,,,,,,,,bristol -> bradley stoke,1,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-29_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-29_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-29_spectrum.json,,,,,,,,,,Blueprint for Bristol to bradley stoke.,"{'channels_simulated': 1, 'channel_slots': 3, 'spans_simulated': 1, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '001', 'channel_details': [{'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': 1.29, 'osnr_signal_bw_db': 31.7, 'snr_nli_signal_bw_db': 26.95, 'gsnr_signal_bw_db': 25.69}], 'rx_signal_power_dbm': 1.29, 'osnr_signal_bw_db': 31.7, 'gsnr_signal_bw_db': 25.69, 'ase_signal_bw_dbm': -30.41}"
iter-2-scenario-30,2,NDFF,bristol,bradley stoke,,,23.6,voyager,16QAM,32.0,200.0,3,001,1,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,24.97,31.91,-30.12,24.97,,31.91,,-30.12,,,1.79,,,,,,,,,,bristol -> bradley stoke,1,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-30_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-30_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-30_spectrum.json,,,,,,,,,,Blueprint for Bristol to bradley stoke.,"{'channels_simulated': 1, 'channel_slots': 3, 'spans_simulated': 1, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '001', 'channel_details': [{'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': 1.79, 'osnr_signal_bw_db': 31.91, 'snr_nli_signal_bw_db': 25.95, 'gsnr_signal_bw_db': 24.97}], 'rx_signal_power_dbm': 1.79, 'osnr_signal_bw_db': 31.91, 'gsnr_signal_bw_db': 24.97, 'ase_signal_bw_dbm': -30.12}"
iter-1-scenario-11,1,NDFF,bristol,bradley stoke,,,23.6,voyager,16QAM,32.0,200.0,3,010,1,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,26.36,31.47,-30.68,26.36,,31.47,,-30.68,,,0.79,,,,,,,,,,bristol -> bradley stoke,1,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-11_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-11_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-11_spectrum.json,,,,,,,,,,Path from bristol to bradley stoke,"{'channels_simulated': 1, 'channel_slots': 3, 'spans_simulated': 1, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '010', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': 0.79, 'osnr_signal_bw_db': 31.47, 'snr_nli_signal_bw_db': 27.96, 'gsnr_signal_bw_db': 26.36}], 'rx_signal_power_dbm': 0.79, 'osnr_signal_bw_db': 31.47, 'gsnr_signal_bw_db': 26.36, 'ase_signal_bw_dbm': -30.68}"
iter-2-scenario-31,2,NDFF,bristol,bradley stoke,,,23.6,voyager,16QAM,32.0,200.0,3,010,1,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,26.36,31.47,-30.68,26.36,,31.47,,-30.68,,,0.79,,,,,,,,,,bristol -> bradley stoke,1,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-31_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-31_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-31_spectrum.json,,,,,,,,,,Blueprint for Bristol to bradley stoke.,"{'channels_simulated': 1, 'channel_slots': 3, 'spans_simulated': 1, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '010', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': 0.79, 'osnr_signal_bw_db': 31.47, 'snr_nli_signal_bw_db': 27.96, 'gsnr_signal_bw_db': 26.36}], 'rx_signal_power_dbm': 0.79, 'osnr_signal_bw_db': 31.47, 'gsnr_signal_bw_db': 26.36, 'ase_signal_bw_dbm': -30.68}"
iter-2-scenario-32,2,NDFF,bristol,bradley stoke,,,23.6,voyager,16QAM,32.0,200.0,3,010,1,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,25.7,31.7,-30.41,25.7,,31.7,,-30.41,,,1.29,,,,,,,,,,bristol -> bradley stoke,1,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-32_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-32_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-32_spectrum.json,,,,,,,,,,Blueprint for Bristol to bradley stoke.,"{'channels_simulated': 1, 'channel_slots': 3, 'spans_simulated': 1, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '010', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': 1.29, 'osnr_signal_bw_db': 31.7, 'snr_nli_signal_bw_db': 26.96, 'gsnr_signal_bw_db': 25.7}], 'rx_signal_power_dbm': 1.29, 'osnr_signal_bw_db': 31.7, 'gsnr_signal_bw_db': 25.7, 'ase_signal_bw_dbm': -30.41}"
